city,country,country_code,latitude,longitude,population,timezone
Ashgabat,Turkmenistan,TM,37.95,58.38333,727700,Asia/Ashgabat
Daşoguz,Turkmenistan,TM,41.83625,59.96661,166500,Asia/Ashgabat
Mary,Turkmenistan,TM,37.59378,61.83031,114680,Asia/Ashgabat
Türkmenabat,Turkmenistan,TM,39.07328,63.57861,234817,Asia/Ashgabat
Adana,Türkiye,TR,36.98615,35.32531,1816750,Europe/Istanbul
Adapazarı,Türkiye,TR,40.78056,30.40333,286787,Europe/Istanbul
Adıyaman,Türkiye,TR,37.76441,38.27629,267131,Europe/Istanbul
Afyonkarahisar,Türkiye,TR,38.75667,30.54333,251799,Europe/Istanbul
Aksaray,Türkiye,TR,38.37255,34.02537,247147,Europe/Istanbul
Alanya,Türkiye,TR,36.54375,31.99982,364180,Europe/Istanbul
Amasya,Türkiye,TR,40.65333,35.83306,114921,Europe/Istanbul
Ankara,Türkiye,TR,39.91987,32.85427,3517182,Europe/Istanbul
Antakya,Türkiye,TR,36.20655,36.15722,210000,Europe/Istanbul
Antalya,Türkiye,TR,36.90812,30.69556,1344000,Europe/Istanbul
Arnavutköy,Türkiye,TR,41.18355,28.7402,198165,Europe/Istanbul
Ataşehir,Türkiye,TR,40.9833,29.1167,361615,Europe/Istanbul
Aydın,Türkiye,TR,37.84501,27.83963,163022,Europe/Istanbul
Ağrı,Türkiye,TR,39.71467,43.04015,120390,Europe/Istanbul
Bahçelievler,Türkiye,TR,41.00231,28.8598,576799,Europe/Istanbul
Balıkesir,Türkiye,TR,39.64917,27.88611,238151,Europe/Istanbul
Bandırma,Türkiye,TR,40.35222,27.97667,107631,Europe/Istanbul
Batikent,Türkiye,TR,39.96833,32.73083,300000,Europe/Istanbul
Batman,Türkiye,TR,37.88738,41.13221,452157,Europe/Istanbul
Bağcılar,Türkiye,TR,41.03903,28.85671,749024,Europe/Istanbul
Başakşehir,Türkiye,TR,41.106,28.791,193750,Europe/Istanbul
Beylikdüzü,Türkiye,TR,40.982,28.6399,122452,Europe/Istanbul
Bingöl,Türkiye,TR,38.88472,40.49389,128935,Europe/Istanbul
Bolu,Türkiye,TR,40.73583,31.60611,184682,Europe/Istanbul
Bursa,Türkiye,TR,40.19559,29.06013,3101833,Europe/Istanbul
Büyükçekmece,Türkiye,TR,41.02072,28.58502,163140,Europe/Istanbul
Denizli,Türkiye,TR,37.77417,29.0875,313238,Europe/Istanbul
Derince,Türkiye,TR,40.75694,29.81472,125485,Europe/Istanbul
Diyarbakır,Türkiye,TR,37.91363,40.21721,1791373,Europe/Istanbul
Düzce,Türkiye,TR,40.83889,31.16389,194097,Europe/Istanbul
Edirne,Türkiye,TR,41.67719,26.55597,180002,Europe/Istanbul
Elazığ,Türkiye,TR,38.67431,39.22321,443363,Europe/Istanbul
Erzincan,Türkiye,TR,39.73919,39.49015,150714,Europe/Istanbul
Erzurum,Türkiye,TR,39.90861,41.27694,767848,Europe/Istanbul
Esenler,Türkiye,TR,41.0435,28.87619,520235,Europe/Istanbul
Esenyurt,Türkiye,TR,41.02697,28.67732,211330,Europe/Istanbul
Eskişehir,Türkiye,TR,39.77667,30.52056,789023,Europe/Istanbul
Gaziantep,Türkiye,TR,37.05944,37.3825,2130432,Europe/Istanbul
Gebze,Türkiye,TR,40.80276,29.43068,281436,Europe/Istanbul
Giresun,Türkiye,TR,40.91698,38.38741,125682,Europe/Istanbul
Isparta,Türkiye,TR,37.76444,30.55222,172334,Europe/Istanbul
Istanbul,Türkiye,TR,41.01384,28.94966,15701602,Europe/Istanbul
Iğdır,Türkiye,TR,39.92371,44.045,101700,Europe/Istanbul
Kahramanmaraş,Türkiye,TR,37.5847,36.92641,384953,Europe/Istanbul
Karabağlar,Türkiye,TR,38.382,27.132,458000,Europe/Istanbul
Karabük,Türkiye,TR,41.20488,32.62768,125403,Europe/Istanbul
Karaman,Türkiye,TR,37.18111,33.215,175390,Europe/Istanbul
Kastamonu,Türkiye,TR,41.37805,33.77528,125622,Europe/Istanbul
Kayseri,Türkiye,TR,38.73222,35.48528,1434357,Europe/Istanbul
Kilis,Türkiye,TR,36.71611,37.115,111648,Europe/Istanbul
Konya,Türkiye,TR,37.87135,32.48464,1433861,Europe/Istanbul
Kütahya,Türkiye,TR,39.42417,29.98333,185008,Europe/Istanbul
Kırıkkale,Türkiye,TR,39.84528,33.50639,186960,Europe/Istanbul
Kırşehir,Türkiye,TR,39.14583,34.16389,150700,Europe/Istanbul
Kızıltepe,Türkiye,TR,37.18836,40.57723,150174,Europe/Istanbul
Malatya,Türkiye,TR,38.35018,38.31667,806156,Europe/Istanbul
Maltepe,Türkiye,TR,40.93567,29.15507,427040,Europe/Istanbul
Manisa,Türkiye,TR,38.61202,27.42647,243971,Europe/Istanbul
Mardin,Türkiye,TR,37.31309,40.74357,129864,Europe/Istanbul
Merkezefendi,Türkiye,TR,37.80544,29.04236,280341,Europe/Istanbul
Mersin,Türkiye,TR,36.81196,34.63886,537842,Europe/Istanbul
Muratpaşa,Türkiye,TR,36.89157,30.76498,450000,Europe/Istanbul
Mustafakemalpaşa,Türkiye,TR,40.03815,28.40866,101412,Europe/Istanbul
Nazilli,Türkiye,TR,37.91631,28.32225,119370,Europe/Istanbul
Ordu,Türkiye,TR,40.97782,37.89047,229214,Europe/Istanbul
Osmaniye,Türkiye,TR,37.07417,36.24778,202837,Europe/Istanbul
Rize,Türkiye,TR,41.02083,40.52194,119828,Europe/Istanbul
Samandağ,Türkiye,TR,36.08012,35.97603,123447,Europe/Istanbul
Samsun,Türkiye,TR,41.27976,36.3361,394050,Europe/Istanbul
Sancaktepe,Türkiye,TR,41.00244,29.23187,241000,Europe/Istanbul
Siirt,Türkiye,TR,37.9293,41.94134,114034,Europe/Istanbul
Sivas,Türkiye,TR,39.74833,37.01611,264022,Europe/Istanbul
Siverek,Türkiye,TR,37.75503,39.31667,175341,Europe/Istanbul
Sultanbeyli,Türkiye,TR,40.96072,29.27067,286622,Europe/Istanbul
Sultangazi,Türkiye,TR,41.10652,28.86847,436935,Europe/Istanbul
Tarsus,Türkiye,TR,36.91766,34.89277,350732,Europe/Istanbul
Tekirdağ,Türkiye,TR,40.9781,27.51101,122287,Europe/Istanbul
Tokat,Türkiye,TR,40.31389,36.55444,129702,Europe/Istanbul
Trabzon,Türkiye,TR,41.005,39.72694,244083,Europe/Istanbul
Turgutlu,Türkiye,TR,38.49533,27.6997,103292,Europe/Istanbul
Turhal,Türkiye,TR,40.3875,36.08111,110884,Europe/Istanbul
Umraniye,Türkiye,TR,41.01643,29.12476,573265,Europe/Istanbul
Uşak,Türkiye,TR,38.67351,29.4058,369433,Europe/Istanbul
Van,Türkiye,TR,38.49457,43.38323,525016,Europe/Istanbul
Viranşehir,Türkiye,TR,37.22349,39.75519,154163,Europe/Istanbul
Zeytinburnu,Türkiye,TR,40.99441,28.90417,288743,Europe/Istanbul
Zonguldak,Türkiye,TR,41.45139,31.79305,101749,Europe/Istanbul
Çanakkale,Türkiye,TR,40.15552,26.41271,143622,Europe/Istanbul
Çankaya,Türkiye,TR,39.9179,32.86268,792189,Europe/Istanbul
Çorlu,Türkiye,TR,41.16069,27.80093,202578,Europe/Istanbul
Çorum,Türkiye,TR,40.54889,34.95333,269595,Europe/Istanbul
Üsküdar,Türkiye,TR,41.02274,29.01366,524452,Europe/Istanbul
İnegol,Türkiye,TR,40.07806,29.51333,133959,Europe/Istanbul
İskenderun,Türkiye,TR,36.58718,36.17347,251682,Europe/Istanbul
İzmir,Türkiye,TR,38.41273,27.13838,2938292,Europe/Istanbul
İzmit,Türkiye,TR,40.76499,29.92928,196571,Europe/Istanbul
Şanlıurfa,Türkiye,TR,37.16708,38.79392,449549,Europe/Istanbul
Şişli,Türkiye,TR,41.06046,28.98717,314684,Europe/Istanbul
Bunamwaya,Uganda,UG,0.25344,32.55723,413400,Africa/Kampala
Entebbe,Uganda,UG,0.05621,32.47949,102600,Africa/Kampala
Gulu,Uganda,UG,2.77457,32.29899,177400,Africa/Kampala
Hoima,Uganda,UG,1.43314,31.35241,122700,Africa/Kampala
Ibanda,Uganda,UG,-0.13398,30.49616,117700,Africa/Kampala
Kajansi,Uganda,UG,0.21548,32.53453,135600,Africa/Kampala
Kampala,Uganda,UG,0.31628,32.58219,1680600,Africa/Kampala
Kasangati,Uganda,UG,0.43803,32.60246,207800,Africa/Kampala
Kasese,Uganda,UG,0.18333,30.08333,115400,Africa/Kampala
Katabi,Uganda,UG,0.08411,32.46972,154300,Africa/Kampala
Kira,Uganda,UG,0.4,32.63333,462900,Africa/Kampala
Kyengera,Uganda,UG,0.29517,32.50159,285400,Africa/Kampala
Lira,Uganda,UG,2.2499,32.89985,119323,Africa/Kampala
Lugazi,Uganda,UG,0.36788,32.9376,128400,Africa/Kampala
Masaka,Uganda,UG,-0.33379,31.73409,116600,Africa/Kampala
Masindi,Uganda,UG,1.67444,31.715,110500,Africa/Kampala
Mbale,Uganda,UG,1.08209,34.17503,111300,Africa/Kampala
Mbarara,Uganda,UG,-0.60467,30.64851,221300,Africa/Kampala
Mityana,Uganda,UG,0.4175,32.02278,105200,Africa/Kampala
Mubende,Uganda,UG,0.55849,31.39489,121600,Africa/Kampala
Mukono,Uganda,UG,0.35333,32.75528,191300,Africa/Kampala
Nansana,Uganda,UG,0.36389,32.52861,532800,Africa/Kampala
Njeru,Uganda,UG,0.44166,33.17917,178800,Africa/Kampala
Alchevsk,Ukraine,UA,48.46893,38.81669,106062,Europe/Kyiv
Berdyansk,Ukraine,UA,46.75578,36.78815,106311,Europe/Kyiv
Bila Tserkva,Ukraine,UA,49.8004,30.12851,207273,Europe/Kyiv
Brovary,Ukraine,UA,50.51809,30.80671,109806,Europe/Kyiv
Cherkasy,Ukraine,UA,49.44452,32.05738,272651,Europe/Kyiv
Chernihiv,Ukraine,UA,51.50541,31.28656,285234,Europe/Kyiv
Chernivtsi,Ukraine,UA,48.29045,25.93241,265471,Europe/Kyiv
Dnipro,Ukraine,UA,48.46664,35.04066,968502,Europe/Kyiv
Donetsk,Ukraine,UA,48.023,37.80224,901645,Europe/Kyiv
Horlivka,Ukraine,UA,48.33576,38.05325,239828,Europe/Kyiv
Ivano-Frankivsk,Ukraine,UA,48.92312,24.71248,238196,Europe/Kyiv
Kamyanske,Ukraine,UA,48.51716,34.60617,226845,Europe/Kyiv
Kerch,Ukraine,UA,45.35675,36.47542,148932,Europe/Simferopol
Kharkiv,Ukraine,UA,49.98177,36.25475,1433886,Europe/Kyiv
Kherson,Ukraine,UA,46.63695,32.61458,283649,Europe/Kyiv
Khmelnytskyi,Ukraine,UA,49.41835,26.97936,274582,Europe/Kyiv
Korabel,Ukraine,UA,46.61884,32.5796,120882,Europe/Kyiv
Kramatorsk,Ukraine,UA,48.73049,37.58793,147145,Europe/Kyiv
Kremenchuk,Ukraine,UA,49.06253,33.40484,217710,Europe/Kyiv
Kropyvnytskyy,Ukraine,UA,48.50834,32.26618,219676,Europe/Kyiv
Kryvyy Rih,Ukraine,UA,47.90572,33.39404,603904,Europe/Kyiv
Kyiv,Ukraine,UA,50.45466,30.5238,2797553,Europe/Kyiv
Luhansk,Ukraine,UA,48.56814,39.30553,397677,Europe/Kyiv
Lutsk,Ukraine,UA,50.75784,25.35024,215986,Europe/Kyiv
Lviv,Ukraine,UA,49.83826,24.02324,717273,Europe/Kyiv
Makiivka,Ukraine,UA,48.04782,37.92576,338968,Europe/Kyiv
Mariupol,Ukraine,UA,47.09514,37.54131,120000,Europe/Kyiv
Melitopol,Ukraine,UA,46.84735,35.38196,148851,Europe/Kyiv
Mykolayiv,Ukraine,UA,46.97625,31.99296,470011,Europe/Kyiv
Nikopol,Ukraine,UA,47.56826,34.39126,105160,Europe/Kyiv
Odesa,Ukraine,UA,46.48572,30.74383,1015826,Europe/Kyiv
Pavlohrad,Ukraine,UA,48.53214,35.86878,101430,Europe/Kyiv
Poltava,Ukraine,UA,49.58925,34.55367,283402,Europe/Kyiv
Rivne,Ukraine,UA,50.62036,26.23695,245289,Europe/Kyiv
Saltivka,Ukraine,UA,50.02207,36.34901,400000,Europe/Kyiv
Sevastopol,Ukraine,UA,44.60795,33.52134,547820,Europe/Simferopol
Simferopol,Ukraine,UA,44.95719,34.11079,336460,Europe/Simferopol
Sloviansk,Ukraine,UA,48.84974,37.59739,105141,Europe/Kyiv
Stara Darnytsya,Ukraine,UA,50.43333,30.63333,339299,Europe/Kyiv
Sumy,Ukraine,UA,50.91741,34.79906,259660,Europe/Kyiv
Ternopil,Ukraine,UA,49.55404,25.59067,225238,Europe/Kyiv
Uman,Ukraine,UA,48.7501,30.21944,100135,Europe/Kyiv
Uzhhorod,Ukraine,UA,48.6242,22.2947,115449,Europe/Kyiv
Vinnytsya,Ukraine,UA,49.2322,28.46871,369839,Europe/Kyiv
Yevpatoriya,Ukraine,UA,45.20091,33.36655,106202,Europe/Simferopol
Zaporizhzhya,Ukraine,UA,47.85167,35.11714,710052,Europe/Kyiv
Zhytomyr,Ukraine,UA,50.26235,28.67913,261624,Europe/Kyiv
Abu Dhabi,United Arab Emirates,AE,24.45118,54.39696,1807000,Asia/Dubai
Ajman City,United Arab Emirates,AE,25.40177,55.47878,490035,Asia/Dubai
Al Ain City,United Arab Emirates,AE,24.19167,55.76056,846747,Asia/Dubai
Al Fujairah City,United Arab Emirates,AE,25.11641,56.34141,118933,Asia/Dubai
Al Majaz,United Arab Emirates,AE,25.32354,55.38774,116503,Asia/Dubai
Business Bay,United Arab Emirates,AE,25.18544,55.26969,191000,Asia/Dubai
Dayrah,United Arab Emirates,AE,25.27143,55.30207,400000,Asia/Dubai
Dubai,United Arab Emirates,AE,25.07725,55.30927,3790000,Asia/Dubai
Dubai Investments Park,United Arab Emirates,AE,25.00827,55.15682,160000,Asia/Dubai
Dubai Marina,United Arab Emirates,AE,25.08525,55.14646,120000,Asia/Dubai
International City,United Arab Emirates,AE,25.16383,55.40987,120000,Asia/Dubai
Jebel Ali,United Arab Emirates,AE,25.00255,55.10811,210000,Asia/Dubai
Musaffah,United Arab Emirates,AE,24.35893,54.48267,243341,Asia/Dubai
Ras Al Khaimah City,United Arab Emirates,AE,25.78953,55.9432,351943,Asia/Dubai
Sharjah,United Arab Emirates,AE,25.3342,55.41221,1800000,Asia/Dubai
Warīsān,United Arab Emirates,AE,25.16744,55.40708,108759,Asia/Dubai
Aberdeen,United Kingdom,GB,57.14369,-2.09814,198590,Europe/London
Archway,United Kingdom,GB,51.56733,-0.13415,215667,Europe/London
Basildon,United Kingdom,GB,51.56844,0.45782,144859,Europe/London
Basingstoke,United Kingdom,GB,51.26249,-1.08708,107642,Europe/London
Bath,United Kingdom,GB,51.3751,-2.36172,101557,Europe/London
Becontree,United Kingdom,GB,51.5529,0.129,100000,Europe/London
Bedford,United Kingdom,GB,52.13459,-0.46632,106940,Europe/London
Belfast,United Kingdom,GB,54.59682,-5.92541,348005,Europe/London
Bexley,United Kingdom,GB,51.44162,0.14866,228000,Europe/London
Birkenhead,United Kingdom,GB,53.39337,-3.01479,325264,Europe/London
Birmingham,United Kingdom,GB,52.48142,-1.89983,1157603,Europe/London
Blackburn,United Kingdom,GB,53.75,-2.48333,146521,Europe/London
Blackpool,United Kingdom,GB,53.81667,-3.05,145007,Europe/London
Bolton,United Kingdom,GB,53.58333,-2.43333,141331,Europe/London
Bournemouth,United Kingdom,GB,50.72048,-1.8795,163600,Europe/London
Bradford,United Kingdom,GB,53.79391,-1.75206,366187,Europe/London
Brent,United Kingdom,GB,51.55306,-0.3023,329100,Europe/London
Brighton,United Kingdom,GB,50.82838,-0.13947,277103,Europe/London
Bristol,United Kingdom,GB,51.45523,-2.59665,479024,Europe/London
Burnley,United Kingdom,GB,53.8,-2.23333,149422,Europe/London
Burton upon Trent,United Kingdom,GB,52.80728,-1.64263,122199,Europe/London
Cambridge,United Kingdom,GB,52.2,0.11667,145674,Europe/London
Cardiff,United Kingdom,GB,51.48,-3.18,372089,Europe/London
Chelmsford,United Kingdom,GB,51.73575,0.46958,111511,Europe/London
Cheltenham,United Kingdom,GB,51.90006,-2.07972,116447,Europe/London
Chesterfield,United Kingdom,GB,53.25,-1.41667,113057,Europe/London
City of Westminster,United Kingdom,GB,51.4975,-0.1357,247614,Europe/London
Colchester,United Kingdom,GB,51.88921,0.90421,121859,Europe/London
Coventry,United Kingdom,GB,52.40656,-1.51217,345324,Europe/London
Crawley,United Kingdom,GB,51.11303,-0.18312,180508,Europe/London
Croydon,United Kingdom,GB,51.38333,-0.1,173314,Europe/London
Dagenham,United Kingdom,GB,51.55,0.16667,108368,Europe/London
Derby,United Kingdom,GB,52.92277,-1.47663,270468,Europe/London
Doncaster,United Kingdom,GB,53.52285,-1.13116,113566,Europe/London
Dudley,United Kingdom,GB,52.5,-2.08333,199059,Europe/London
Dundee,United Kingdom,GB,56.46913,-2.97489,148210,Europe/London
Eastbourne,United Kingdom,GB,50.76871,0.28453,118219,Europe/London
Edinburgh,United Kingdom,GB,55.95206,-3.19648,514990,Europe/London
Enfield Town,United Kingdom,GB,51.65147,-0.08497,156858,Europe/London
Exeter,United Kingdom,GB,50.7236,-3.52751,130709,Europe/London
Gillingham,United Kingdom,GB,51.38914,0.54863,101187,Europe/London
Glasgow,United Kingdom,GB,55.86515,-4.25763,626410,Europe/London
Gloucester,United Kingdom,GB,51.86568,-2.2431,132416,Europe/London
Harrow,United Kingdom,GB,51.57835,-0.33208,149246,Europe/London
Hastings,United Kingdom,GB,50.85568,0.58009,133422,Europe/London
High Wycombe,United Kingdom,GB,51.62907,-0.74934,133204,Europe/London
Huddersfield,United Kingdom,GB,53.64904,-1.78416,149017,Europe/London
Ilford,United Kingdom,GB,51.55765,0.07278,168168,Europe/London
Ipswich,United Kingdom,GB,52.05917,1.15545,178835,Europe/London
Islington,United Kingdom,GB,51.53622,-0.10304,319143,Europe/London
Kingston upon Hull,United Kingdom,GB,53.7446,-0.33525,314018,Europe/London
Leeds,United Kingdom,GB,53.79648,-1.54785,536280,Europe/London
Leicester,United Kingdom,GB,52.6386,-1.13169,368600,Europe/London
Lincoln,United Kingdom,GB,53.22683,-0.53792,103813,Europe/London
Liverpool,United Kingdom,GB,53.41058,-2.97794,496770,Europe/London
London,United Kingdom,GB,51.50853,-0.12574,8961989,Europe/London
Luton,United Kingdom,GB,51.87967,-0.41748,225262,Europe/London
Maidstone,United Kingdom,GB,51.26667,0.51667,107627,Europe/London
Manchester,United Kingdom,GB,53.48095,-2.23743,568996,Europe/London
Mansfield,United Kingdom,GB,53.13333,-1.2,171958,Europe/London
Mendip,United Kingdom,GB,51.2372,-2.6266,110000,Europe/London
Middlesbrough,United Kingdom,GB,54.57623,-1.23483,142707,Europe/London
Milton Keynes,United Kingdom,GB,52.04172,-0.75583,256385,Europe/London
Newcastle under Lyme,United Kingdom,GB,53.0,-2.23333,129441,Europe/London
Newcastle upon Tyne,United Kingdom,GB,54.97328,-1.61396,300125,Europe/London
Newport,United Kingdom,GB,51.58774,-2.99835,161506,Europe/London
Newport,United Kingdom,GB,50.70146,-1.29124,24884,Europe/London
Northampton,United Kingdom,GB,52.25,-0.88333,245899,Europe/London
Norwich,United Kingdom,GB,52.62783,1.29834,143135,Europe/London
Nottingham,United Kingdom,GB,52.9536,-1.15047,323632,Europe/London
Oldham,United Kingdom,GB,53.54051,-2.1183,237110,Europe/London
Oxford,United Kingdom,GB,51.75222,-1.25596,162100,Europe/London
Peterborough,United Kingdom,GB,52.57364,-0.24777,163379,Europe/London
Plymouth,United Kingdom,GB,50.37153,-4.14305,260203,Europe/London
Poole,United Kingdom,GB,50.71429,-1.98458,150092,Europe/London
Portsmouth,United Kingdom,GB,50.79899,-1.09125,208100,Europe/London
Preston,United Kingdom,GB,53.76282,-2.70452,313332,Europe/London
Reading,United Kingdom,GB,51.45625,-0.97113,318014,Europe/London
Rotherham,United Kingdom,GB,53.43012,-1.35678,117618,Europe/London
Saint Peters,United Kingdom,GB,51.36667,1.41667,125370,Europe/London
Salford,United Kingdom,GB,53.48771,-2.29042,129794,Europe/London
Sheffield,United Kingdom,GB,53.38297,-1.4659,556500,Europe/London
Slough,United Kingdom,GB,51.50949,-0.59541,164793,Europe/London
Solihull,United Kingdom,GB,52.41426,-1.78094,126577,Europe/London
Southampton,United Kingdom,GB,50.90395,-1.40428,269781,Europe/London
Southend-on-Sea,United Kingdom,GB,51.53782,0.71433,295310,Europe/London
St Helens,United Kingdom,GB,53.45,-2.73333,183200,Europe/London
Stockport,United Kingdom,GB,53.40979,-2.15761,139052,Europe/London
Stoke-on-Trent,United Kingdom,GB,53.00415,-2.18538,258366,Europe/London
Sunderland,United Kingdom,GB,54.90465,-1.38222,170134,Europe/London
Sutton,United Kingdom,GB,51.35,-0.2,187600,Europe/London
Sutton Coldfield,United Kingdom,GB,52.56667,-1.81667,107030,Europe/London
Swansea,United Kingdom,GB,51.62079,-3.94323,300352,Europe/London
Swindon,United Kingdom,GB,51.55797,-1.78116,201669,Europe/London
Telford,United Kingdom,GB,52.67659,-2.44926,155570,Europe/London
Tottenham,United Kingdom,GB,51.60373,-0.06794,130000,Europe/London
Wakefield,United Kingdom,GB,53.68331,-1.49768,109766,Europe/London
Walsall,United Kingdom,GB,52.58528,-1.98396,172141,Europe/London
Walthamstow,United Kingdom,GB,51.59067,-0.02077,109424,Europe/London
Warrington,United Kingdom,GB,53.39254,-2.58024,172330,Europe/London
Watford,United Kingdom,GB,51.65531,-0.39602,125707,Europe/London
West Bromwich,United Kingdom,GB,52.51868,-1.9945,135618,Europe/London
Wigan,United Kingdom,GB,53.54296,-2.63706,175405,Europe/London
Woking,United Kingdom,GB,51.31903,-0.55893,103932,Europe/London
Wolverhampton,United Kingdom,GB,52.58547,-2.12296,263700,Europe/London
Worcester,United Kingdom,GB,52.18935,-2.22001,101659,Europe/London
York,United Kingdom,GB,53.95763,-1.08271,156135,Europe/London
Abilene,United States,US,32.44874,-99.73314,125182,America/Chicago
Akron,United States,US,41.08144,-81.51901,197542,America/New_York
Albany,United States,US,44.63651,-123.10593,52175,America/Los_Angeles
Albany,United States,US,42.65258,-73.75623,101228,America/New_York
Albany,United States,US,37.88687,-122.29775,19735,America/Los_Angeles
Albany,United States,US,31.57851,-84.15574,74843,America/New_York
Albuquerque,United States,US,35.08449,-106.65114,564559,America/Denver
Alexandria,United States,US,38.80484,-77.04692,159467,America/New_York
Alexandria,United States,US,31.31129,-92.44514,47889,America/Chicago
Alhambra,United States,US,34.09529,-118.12701,85551,America/Los_Angeles
Alhambra,United States,US,33.49838,-112.13432,127764,America/Phoenix
Allentown,United States,US,40.60843,-75.49018,120207,America/New_York
Amarillo,United States,US,35.222,-101.8313,198645,America/Chicago
Amherst,United States,US,42.97839,-78.79976,122366,America/New_York
Amherst,United States,US,42.36723,-72.51852,39833,America/New_York
Anaheim,United States,US,33.83529,-117.9145,350742,America/Los_Angeles
Anchorage,United States,US,61.21806,-149.90028,289600,America/Anchorage
Ann Arbor,United States,US,42.27756,-83.74088,117070,America/Detroit
Antioch,United States,US,38.00492,-121.80579,110542,America/Los_Angeles
Arlington,United States,US,48.19871,-122.12514,18949,America/Los_Angeles
Arlington,United States,US,42.41537,-71.15644,42844,America/New_York
Arlington,United States,US,38.88101,-77.10428,207627,America/New_York
Arlington,United States,US,32.73569,-97.10807,388125,America/Chicago
Arvada,United States,US,39.80276,-105.08748,115368,America/Denver
Astoria,United States,US,40.77205,-73.93014,150165,America/New_York
Athens,United States,US,39.32924,-82.10126,25044,America/New_York
Athens,United States,US,34.80243,-86.97219,24966,America/Chicago
Athens,United States,US,33.96095,-83.37794,127315,America/New_York
Atlanta,United States,US,33.749,-84.38798,510823,America/New_York
Aurora,United States,US,41.76058,-88.32007,200661,America/Chicago
Aurora,United States,US,41.31755,-81.34539,15838,America/New_York
Aurora,United States,US,39.72943,-104.83192,359407,America/Denver
Austin,United States,US,43.66663,-92.97464,24563,America/Chicago
Austin,United States,US,30.26715,-97.74306,974447,America/Chicago
Bakersfield,United States,US,35.37329,-119.01871,373640,America/Los_Angeles
Baltimore,United States,US,39.29038,-76.61219,585708,America/New_York
Baton Rouge,United States,US,30.44332,-91.18747,227470,America/Chicago
Beaumont,United States,US,33.92946,-116.97725,43811,America/Los_Angeles
Beaumont,United States,US,30.08605,-94.10185,115282,America/Chicago
Bellevue,United States,US,47.61038,-122.20068,139820,America/Los_Angeles
Bellevue,United States,US,44.44416,-87.9201,15317,America/Chicago
Bellevue,United States,US,41.13667,-95.89084,55510,America/Chicago
Berkeley,United States,US,37.87159,-122.27275,120972,America/Los_Angeles
Billings,United States,US,45.78329,-108.50069,117116,America/Denver
Birmingham,United States,US,42.5467,-83.21132,20857,America/Detroit
Birmingham,United States,US,33.52066,-86.80249,196357,America/Chicago
Boise,United States,US,43.6135,-116.20345,235684,America/Boise
Borough Park,United States,US,40.63399,-73.99681,149248,America/New_York
Boston,United States,US,42.35843,-71.05977,653833,America/New_York
Boulder,United States,US,40.01499,-105.27055,106803,America/Denver
Brandon,United States,US,32.2732,-89.98592,23529,America/Chicago
Brandon,United States,US,27.9378,-82.28592,103483,America/New_York
Bridgeport,United States,US,41.83809,-87.65116,33878,America/Chicago
Bridgeport,United States,US,41.17923,-73.18945,147629,America/New_York
Broken Arrow,United States,US,36.0526,-95.79082,106563,America/Chicago
Brooklyn,United States,US,40.6501,-73.94958,2736074,America/New_York
Brownsville,United States,US,40.66094,-73.92014,74497,America/New_York
Brownsville,United States,US,25.90175,-97.49748,186738,America/Chicago
Brownsville,United States,US,25.82176,-80.24116,15313,America/New_York
Buffalo,United States,US,45.17191,-93.87469,16026,America/Chicago
Buffalo,United States,US,42.88645,-78.87837,258071,America/New_York
Burbank,United States,US,41.73392,-87.7795,29128,America/Chicago
Burbank,United States,US,34.18084,-118.30897,105319,America/Los_Angeles
Bushwick,United States,US,40.69427,-73.91875,112620,America/New_York
Cambridge,United States,US,42.3751,-71.10561,110402,America/New_York
Cape Coral,United States,US,26.56285,-81.94953,175229,America/New_York
Carlsbad,United States,US,33.15809,-117.35059,114746,America/Los_Angeles
Carlsbad,United States,US,32.42067,-104.22884,28957,America/Denver
Carrollton,United States,US,33.58011,-85.07661,26203,America/New_York
Carrollton,United States,US,32.95373,-96.89028,133168,America/Chicago
Cary,United States,US,42.21197,-88.23814,17965,America/Chicago
Cary,United States,US,35.79154,-78.78112,159769,America/New_York
Cedar Rapids,United States,US,42.00833,-91.64407,130405,America/Chicago
Centennial,United States,US,39.57916,-104.87692,109741,America/Denver
Chandler,United States,US,33.30616,-111.84125,260828,America/Phoenix
Charleston,United States,US,39.49615,-88.17615,21196,America/Chicago
Charleston,United States,US,38.34982,-81.63262,46838,America/New_York
Charleston,United States,US,32.77632,-79.93275,132609,America/New_York
Charlotte,United States,US,35.22709,-80.84313,911311,America/New_York
Chattanooga,United States,US,35.04563,-85.30968,181099,America/New_York
Chesapeake,United States,US,36.81904,-76.27494,235429,America/New_York
Chicago,United States,US,41.85003,-87.65005,2664452,America/Chicago
Chico,United States,US,39.72849,-121.83748,121345,America/Los_Angeles
Chinatown,United States,US,40.71649,-73.99625,90000,America/New_York
Chinatown,United States,US,37.7966,-122.40858,100574,America/Los_Angeles
Chula Vista,United States,US,32.64005,-117.0842,265757,America/Los_Angeles
Cincinnati,United States,US,39.12711,-84.51439,311097,America/New_York
Clarksville,United States,US,38.29674,-85.75996,21866,America/Kentucky/Louisville
Clarksville,United States,US,36.52977,-87.35945,166722,America/Chicago
Clearwater,United States,US,27.96585,-82.8001,117292,America/New_York
Cleveland,United States,US,41.4995,-81.69541,365379,America/New_York
Cleveland,United States,US,35.15952,-84.87661,43898,America/New_York
Clovis,United States,US,36.82523,-119.70292,104180,America/Los_Angeles
